4108	48.74	16-09-13 16:15
4249	8.1	16-09-13 16:15
4197	3.81	16-09-13 17:20
4139	26.81	16-09-13 16:15
4218	24.83	16-09-13 17:20
4260	79.72	16-09-13 16:15
4270	450.12	16-09-13 17:20
4242	30.38	16-09-13 16:15
4193	1.42	16-09-13 16:15
4134	3.77	16-09-13 16:15
